complaint_id,description,latitude,longitude,location_label,category,priority,priority_score,status,department,affected_count,duration_days,synthetic
SYN-CHN-003867,Potential electrical infrastructure hazard reported.,13.010305,80.203585,Anna Salai,Electrical Hazard,CRITICAL,94,IN_PROGRESS,Electrical / Street Lighting Department,8,3,True
SYN-CHN-012397,Waterlogging or flooding reported after heavy rainfall.,13.01332,80.095303,Chennai synthetic background,Flooding,LOW,36,RESOLVED,Storm Water Drainage Department,6,5,True
SYN-CHN-012348,Traffic signal or traffic-control infrastructure issue reported.,12.935045,80.240069,Chennai synthetic background,Traffic Signal,MEDIUM,45,PENDING,Traffic Police / Traffic Engineering Department,6,8,True
SYN-CHN-003228,Damaged or deteriorated public infrastructure reported.,13.089281,80.241951,Poonamallee High Road,Public Infrastructure,HIGH,68,PENDING,Municipal Engineering Department,9,13,True
SYN-CHN-004215,Damaged or deteriorated public infrastructure reported.,13.034126,80.238451,Anna Salai,Public Infrastructure,LOW,39,RESOLVED,Municipal Engineering Department,4,7,True
SYN-CHN-003924,Water supply disruption reported by residents.,13.084094,80.279786,Anna Salai,Water Supply,MEDIUM,45,PENDING,Water Supply Department,11,13,True
SYN-CHN-010630,Streetlight reported as non-functional near a public road segment.,12.961513,80.198856,Tambaram Radial Road,Streetlight,MEDIUM,54,IN_PROGRESS,Electrical / Street Lighting Department,4,6,True
SYN-CHN-001402,Streetlight reported as non-functional near a public road segment.,13.028221,80.281649,ECR,Streetlight,MEDIUM,45,RESOLVED,Electrical / Street Lighting Department,3,14,True
SYN-CHN-008932,Damaged road surface reported along a frequently used road.,13.114091,80.300235,East Coast Corridor,Road Damage,HIGH,61,ASSIGNED,Roads & Highways Department,4,0,True
SYN-CHN-007704,Waterlogging or flooding reported after heavy rainfall.,13.152254,80.25109,Madhavaram High Road,Flooding,LOW,32,PENDING,Storm Water Drainage Department,6,6,True
SYN-CHN-004980,Damaged or deteriorated public infrastructure reported.,13.063144,80.22501,Inner Ring Road,Public Infrastructure,LOW,34,PENDING,Municipal Engineering Department,3,1,True
SYN-CHN-003254,Damaged or deteriorated public infrastructure reported.,13.088091,80.22572,Poonamallee High Road,Public Infrastructure,LOW,39,RESOLVED,Municipal Engineering Department,31,2,True
SYN-CHN-012302,Drainage obstruction or drainage-related civic issue reported.,13.021998,80.1236,Chennai synthetic background,Drainage,LOW,21,ASSIGNED,Storm Water Drainage Department,6,9,True
SYN-CHN-002662,Traffic signal or traffic-control infrastructure issue reported.,13.001471,80.137748,Mount Poonamallee Road,Traffic Signal,MEDIUM,49,PENDING,Traffic Police / Traffic Engineering Department,16,6,True
SYN-CHN-002159,Damaged road surface reported along a frequently used road.,13.009415,80.194435,GST Road,Road Damage,MEDIUM,53,RESOLVED,Roads & Highways Department,16,10,True
SYN-CHN-008579,Streetlight reported as non-functional near a public road segment.,13.126857,80.280304,North Chennai Corridor,Streetlight,HIGH,60,ASSIGNED,Electrical / Street Lighting Department,3,3,True
SYN-CHN-008089,Streetlight reported as non-functional near a public road segment.,13.179114,80.289828,North Chennai Corridor,Streetlight,HIGH,62,ASSIGNED,Electrical / Street Lighting Department,4,14,True
SYN-CHN-000675,Water supply disruption reported by residents.,12.947802,80.239184,OMR,Water Supply,MEDIUM,56,IN_PROGRESS,Water Supply Department,11,11,True
SYN-CHN-010837,Garbage accumulation reported in a public area.,13.090784,80.142821,Ambattur Industrial Corridor,Garbage,MEDIUM,41,PENDING,Solid Waste Management Department,17,12,True
SYN-CHN-007012,Potential electrical infrastructure hazard reported.,13.062219,80.196397,Jawaharlal Nehru Road,Electrical Hazard,CRITICAL,83,PENDING,Electrical / Street Lighting Department,19,13,True
SYN-CHN-012793,Pothole reported on the roadway.,13.107976,80.182355,Chennai synthetic background,Pothole,MEDIUM,53,PENDING,Roads & Highways Department,2,3,True
SYN-CHN-010198,Pothole reported on the roadway.,12.97322,80.215277,Medavakkam Main Road,Pothole,MEDIUM,47,PENDING,Roads & Highways Department,23,14,True
SYN-CHN-003842,Streetlight reported as non-functional near a public road segment.,13.086765,80.217641,Poonamallee High Road,Streetlight,HIGH,60,PENDING,Electrical / Street Lighting Department,12,10,True
SYN-CHN-001816,Streetlight reported as non-functional near a public road segment.,13.019958,80.195592,GST Road,Streetlight,CRITICAL,77,RESOLVED,Electrical / Street Lighting Department,12,3,True
SYN-CHN-011863,Pothole reported on the roadway.,12.882899,80.244426,Chennai synthetic background,Pothole,LOW,27,PENDING,Roads & Highways Department,6,7,True
SYN-CHN-014022,Streetlight reported as non-functional near a public road segment.,13.108627,80.32552,Chennai synthetic background,Streetlight,LOW,23,RESOLVED,Electrical / Street Lighting Department,5,7,True
SYN-CHN-002101,Drainage obstruction or drainage-related civic issue reported.,12.868997,80.164784,GST Road,Drainage,MEDIUM,41,PENDING,Storm Water Drainage Department,12,12,True
SYN-CHN-012560,Damaged or deteriorated public infrastructure reported.,13.179301,80.345536,Chennai synthetic background,Public Infrastructure,LOW,32,IN_PROGRESS,Municipal Engineering Department,32,7,True
SYN-CHN-006709,Water supply disruption reported by residents.,13.10157,80.218634,Jawaharlal Nehru Road,Water Supply,MEDIUM,56,RESOLVED,Water Supply Department,5,8,True
SYN-CHN-001674,Pothole reported on the roadway.,12.948029,80.178182,GST Road,Pothole,MEDIUM,46,IN_PROGRESS,Roads & Highways Department,10,1,True
SYN-CHN-004214,Waterlogging or flooding reported after heavy rainfall.,13.028264,80.230018,Anna Salai,Flooding,HIGH,68,PENDING,Storm Water Drainage Department,3,5,True
SYN-CHN-013294,Drainage obstruction or drainage-related civic issue reported.,12.943291,80.278629,Chennai synthetic background,Drainage,LOW,10,PENDING,Storm Water Drainage Department,15,8,True
SYN-CHN-001549,Streetlight reported as non-functional near a public road segment.,12.845994,80.257294,ECR,Streetlight,HIGH,62,RESOLVED,Electrical / Street Lighting Department,3,1,True
SYN-CHN-010294,Waterlogging or flooding reported after heavy rainfall.,12.944676,80.189413,Tambaram Radial Road,Flooding,HIGH,65,IN_PROGRESS,Storm Water Drainage Department,3,10,True
SYN-CHN-008548,Damaged road surface reported along a frequently used road.,13.114171,80.275621,North Chennai Corridor,Road Damage,MEDIUM,47,PENDING,Roads & Highways Department,5,1,True
SYN-CHN-005185,Potential electrical infrastructure hazard reported.,12.968704,80.192725,Inner Ring Road,Electrical Hazard,MEDIUM,56,RESOLVED,Electrical / Street Lighting Department,30,14,True
SYN-CHN-001462,Damaged road surface reported along a frequently used road.,12.82,80.252468,ECR,Road Damage,MEDIUM,42,PENDING,Roads & Highways Department,3,9,True
SYN-CHN-013382,Damaged or deteriorated public infrastructure reported.,13.054228,80.159528,Chennai synthetic background,Public Infrastructure,MEDIUM,54,PENDING,Municipal Engineering Department,14,11,True
SYN-CHN-003221,Pothole reported on the roadway.,13.070849,80.184863,Poonamallee High Road,Pothole,MEDIUM,44,IN_PROGRESS,Roads & Highways Department,11,8,True
SYN-CHN-012017,Traffic signal or traffic-control infrastructure issue reported.,13.093408,80.182473,Chennai synthetic background,Traffic Signal,MEDIUM,59,PENDING,Traffic Police / Traffic Engineering Department,6,10,True
SYN-CHN-013058,Waterlogging or flooding reported after heavy rainfall.,12.870346,80.208166,Chennai synthetic background,Flooding,MEDIUM,46,RESOLVED,Storm Water Drainage Department,12,11,True
SYN-CHN-007171,Waterlogging or flooding reported after heavy rainfall.,13.112111,80.238965,Perambur High Road,Flooding,HIGH,69,IN_PROGRESS,Storm Water Drainage Department,21,3,True
SYN-CHN-007431,Damaged road surface reported along a frequently used road.,13.11846,80.247615,Perambur High Road,Road Damage,LOW,39,RESOLVED,Roads & Highways Department,16,12,True
SYN-CHN-013592,Drainage obstruction or drainage-related civic issue reported.,13.125286,80.095146,Chennai synthetic background,Drainage,MEDIUM,47,PENDING,Storm Water Drainage Department,1,7,True
SYN-CHN-001752,Pothole reported on the roadway.,12.875726,80.157493,GST Road,Pothole,MEDIUM,49,PENDING,Roads & Highways Department,3,0,True
SYN-CHN-003977,Pothole reported on the roadway.,13.06985,80.270558,Anna Salai,Pothole,LOW,22,PENDING,Roads & Highways Department,5,2,True
SYN-CHN-008354,Damaged road surface reported along a frequently used road.,13.136387,80.278404,North Chennai Corridor,Road Damage,LOW,24,IN_PROGRESS,Roads & Highways Department,6,5,True
SYN-CHN-001773,Potential electrical infrastructure hazard reported.,12.874944,80.166113,GST Road,Electrical Hazard,HIGH,70,IN_PROGRESS,Electrical / Street Lighting Department,20,3,True
SYN-CHN-009389,Damaged or deteriorated public infrastructure reported.,12.962452,80.20506,Velachery Main Road,Public Infrastructure,MEDIUM,51,ASSIGNED,Municipal Engineering Department,2,8,True
SYN-CHN-010071,Damaged or deteriorated public infrastructure reported.,12.94044,80.197413,Medavakkam Main Road,Public Infrastructure,MEDIUM,40,PENDING,Municipal Engineering Department,7,12,True
SYN-CHN-002017,Pothole reported on the roadway.,12.893756,80.165292,GST Road,Pothole,MEDIUM,45,PENDING,Roads & Highways Department,6,8,True
SYN-CHN-002006,Streetlight reported as non-functional near a public road segment.,12.873174,80.165483,GST Road,Streetlight,HIGH,69,RESOLVED,Electrical / Street Lighting Department,32,6,True
SYN-CHN-003894,Streetlight reported as non-functional near a public road segment.,13.063327,80.270511,Anna Salai,Streetlight,HIGH,63,IN_PROGRESS,Electrical / Street Lighting Department,8,14,True
SYN-CHN-003238,Streetlight reported as non-functional near a public road segment.,13.073775,80.188706,Poonamallee High Road,Streetlight,HIGH,61,RESOLVED,Electrical / Street Lighting Department,7,0,True
SYN-CHN-004425,Waterlogging or flooding reported after heavy rainfall.,13.004117,80.208694,Anna Salai,Flooding,LOW,32,ASSIGNED,Storm Water Drainage Department,8,3,True
SYN-CHN-008589,Pothole reported on the roadway.,13.085212,80.272012,North Chennai Corridor,Pothole,CRITICAL,80,PENDING,Roads & Highways Department,30,2,True
SYN-CHN-002258,Damaged road surface reported along a frequently used road.,12.916393,80.175351,GST Road,Road Damage,MEDIUM,42,IN_PROGRESS,Roads & Highways Department,56,7,True
SYN-CHN-004073,Damaged or deteriorated public infrastructure reported.,13.057126,80.260075,Anna Salai,Public Infrastructure,MEDIUM,57,ASSIGNED,Municipal Engineering Department,1,4,True
SYN-CHN-005575,Water supply disruption reported by residents.,13.040402,80.224408,Inner Ring Road,Water Supply,MEDIUM,47,ASSIGNED,Water Supply Department,39,2,True
SYN-CHN-009084,Drainage obstruction or drainage-related civic issue reported.,13.059857,80.29062,East Coast Corridor,Drainage,LOW,32,ASSIGNED,Storm Water Drainage Department,5,11,True
SYN-CHN-013549,Waterlogging or flooding reported after heavy rainfall.,12.978293,80.290778,Chennai synthetic background,Flooding,CRITICAL,77,ASSIGNED,Storm Water Drainage Department,2,11,True
SYN-CHN-005356,Pothole reported on the roadway.,13.027197,80.210334,Inner Ring Road,Pothole,MEDIUM,40,ASSIGNED,Roads & Highways Department,4,12,True
SYN-CHN-008419,Damaged road surface reported along a frequently used road.,13.085425,80.273916,North Chennai Corridor,Road Damage,HIGH,68,RESOLVED,Roads & Highways Department,13,12,True
SYN-CHN-006094,Pothole reported on the roadway.,13.029067,80.196755,100 Feet Road,Pothole,MEDIUM,40,PENDING,Roads & Highways Department,4,13,True
SYN-CHN-007936,Potential electrical infrastructure hazard reported.,13.159624,80.246628,Madhavaram High Road,Electrical Hazard,CRITICAL,76,IN_PROGRESS,Electrical / Street Lighting Department,3,13,True
SYN-CHN-011698,Drainage obstruction or drainage-related civic issue reported.,13.185022,80.210528,Red Hills Road,Drainage,LOW,13,PENDING,Storm Water Drainage Department,9,2,True
SYN-CHN-001520,Traffic signal or traffic-control infrastructure issue reported.,12.997634,80.273187,ECR,Traffic Signal,CRITICAL,82,PENDING,Traffic Police / Traffic Engineering Department,7,3,True
SYN-CHN-014003,Waterlogging or flooding reported after heavy rainfall.,13.001626,80.199194,Chennai synthetic background,Flooding,CRITICAL,86,ASSIGNED,Storm Water Drainage Department,37,11,True
SYN-CHN-001379,Potential electrical infrastructure hazard reported.,12.914765,80.266555,ECR,Electrical Hazard,CRITICAL,86,RESOLVED,Electrical / Street Lighting Department,11,0,True
SYN-CHN-005673,Pothole reported on the roadway.,13.000039,80.202483,Inner Ring Road,Pothole,MEDIUM,58,RESOLVED,Roads & Highways Department,27,9,True
SYN-CHN-009216,Streetlight reported as non-functional near a public road segment.,12.963378,80.206408,Velachery Main Road,Streetlight,MEDIUM,47,IN_PROGRESS,Electrical / Street Lighting Department,1,8,True
SYN-CHN-002588,Streetlight reported as non-functional near a public road segment.,13.008985,80.153453,Mount Poonamallee Road,Streetlight,HIGH,69,RESOLVED,Electrical / Street Lighting Department,11,7,True
SYN-CHN-013918,Damaged road surface reported along a frequently used road.,12.894445,80.340426,Chennai synthetic background,Road Damage,LOW,12,RESOLVED,Roads & Highways Department,3,6,True
SYN-CHN-005622,Damaged road surface reported along a frequently used road.,13.022045,80.208533,Inner Ring Road,Road Damage,LOW,14,RESOLVED,Roads & Highways Department,5,2,True
SYN-CHN-012774,Damaged road surface reported along a frequently used road.,12.852953,80.335447,Chennai synthetic background,Road Damage,LOW,34,PENDING,Roads & Highways Department,9,5,True
SYN-CHN-011737,Streetlight reported as non-functional near a public road segment.,13.183654,80.205282,Red Hills Road,Streetlight,HIGH,61,PENDING,Electrical / Street Lighting Department,5,12,True
SYN-CHN-005843,Pothole reported on the roadway.,13.030501,80.194663,100 Feet Road,Pothole,MEDIUM,45,PENDING,Roads & Highways Department,16,11,True
SYN-CHN-007123,Water supply disruption reported by residents.,13.114178,80.244265,Perambur High Road,Water Supply,MEDIUM,41,PENDING,Water Supply Department,10,4,True
SYN-CHN-005833,Damaged road surface reported along a frequently used road.,13.041918,80.20137,100 Feet Road,Road Damage,MEDIUM,42,RESOLVED,Roads & Highways Department,45,3,True
SYN-CHN-009822,Drainage obstruction or drainage-related civic issue reported.,12.936819,80.198642,Medavakkam Main Road,Drainage,LOW,22,PENDING,Storm Water Drainage Department,6,13,True
SYN-CHN-004889,Streetlight reported as non-functional near a public road segment.,12.999078,80.205422,Inner Ring Road,Streetlight,MEDIUM,45,RESOLVED,Electrical / Street Lighting Department,30,2,True
SYN-CHN-005905,Traffic signal or traffic-control infrastructure issue reported.,13.069579,80.209302,100 Feet Road,Traffic Signal,HIGH,61,PENDING,Traffic Police / Traffic Engineering Department,7,5,True
SYN-CHN-000523,Potential electrical infrastructure hazard reported.,12.865769,80.234323,OMR,Electrical Hazard,CRITICAL,77,PENDING,Electrical / Street Lighting Department,11,10,True
SYN-CHN-008044,Garbage accumulation reported in a public area.,13.159905,80.247714,Madhavaram High Road,Garbage,MEDIUM,48,PENDING,Solid Waste Management Department,11,14,True
SYN-CHN-003608,Pothole reported on the roadway.,13.05846,80.132037,Poonamallee High Road,Pothole,MEDIUM,42,ASSIGNED,Roads & Highways Department,17,6,True
SYN-CHN-009121,Drainage obstruction or drainage-related civic issue reported.,12.974208,80.215241,Velachery Main Road,Drainage,LOW,39,IN_PROGRESS,Storm Water Drainage Department,7,12,True
SYN-CHN-000235,Drainage obstruction or drainage-related civic issue reported.,13.00962,80.249876,OMR,Drainage,LOW,38,IN_PROGRESS,Storm Water Drainage Department,13,9,True
SYN-CHN-003797,Pothole reported on the roadway.,13.058992,80.134934,Poonamallee High Road,Pothole,MEDIUM,51,RESOLVED,Roads & Highways Department,5,10,True
SYN-CHN-006319,Potential electrical infrastructure hazard reported.,13.048642,80.20058,100 Feet Road,Electrical Hazard,HIGH,65,IN_PROGRESS,Electrical / Street Lighting Department,1,2,True
SYN-CHN-007095,Waterlogging or flooding reported after heavy rainfall.,13.114771,80.243715,Perambur High Road,Flooding,HIGH,73,PENDING,Storm Water Drainage Department,18,3,True
SYN-CHN-010203,Garbage accumulation reported in a public area.,12.947241,80.200519,Medavakkam Main Road,Garbage,LOW,37,RESOLVED,Solid Waste Management Department,8,12,True
SYN-CHN-001949,Damaged road surface reported along a frequently used road.,12.90744,80.167922,GST Road,Road Damage,MEDIUM,43,IN_PROGRESS,Roads & Highways Department,4,7,True
SYN-CHN-006362,Water supply disruption reported by residents.,13.054173,80.206185,100 Feet Road,Water Supply,CRITICAL,75,ASSIGNED,Water Supply Department,6,1,True
SYN-CHN-013402,Streetlight reported as non-functional near a public road segment.,12.912347,80.205388,Chennai synthetic background,Streetlight,HIGH,69,RESOLVED,Electrical / Street Lighting Department,4,2,True
SYN-CHN-006092,Water supply disruption reported by residents.,13.066688,80.208798,100 Feet Road,Water Supply,HIGH,70,PENDING,Water Supply Department,11,6,True
SYN-CHN-012950,Pothole reported on the roadway.,13.033831,80.15272,Chennai synthetic background,Pothole,MEDIUM,42,IN_PROGRESS,Roads & Highways Department,11,2,True
SYN-CHN-002225,Damaged or deteriorated public infrastructure reported.,13.021546,80.193169,GST Road,Public Infrastructure,MEDIUM,52,PENDING,Municipal Engineering Department,16,3,True
SYN-CHN-009299,Waterlogging or flooding reported after heavy rainfall.,12.959108,80.199766,Velachery Main Road,Flooding,MEDIUM,58,IN_PROGRESS,Storm Water Drainage Department,3,0,True
SYN-CHN-009011,Water supply disruption reported by residents.,13.04483,80.290919,East Coast Corridor,Water Supply,CRITICAL,81,PENDING,Water Supply Department,16,4,True
SYN-CHN-005572,Potential electrical infrastructure hazard reported.,12.997935,80.203461,Inner Ring Road,Electrical Hazard,MEDIUM,52,RESOLVED,Electrical / Street Lighting Department,9,11,True
SYN-CHN-004524,Waterlogging or flooding reported after heavy rainfall.,12.998688,80.205867,Anna Salai,Flooding,MEDIUM,56,RESOLVED,Storm Water Drainage Department,9,4,True
SYN-CHN-005794,Damaged road surface reported along a frequently used road.,13.047686,80.208212,100 Feet Road,Road Damage,LOW,25,PENDING,Roads & Highways Department,1,11,True
SYN-CHN-012523,Drainage obstruction or drainage-related civic issue reported.,12.889197,80.262685,Chennai synthetic background,Drainage,MEDIUM,49,RESOLVED,Storm Water Drainage Department,2,3,True
SYN-CHN-005739,Damaged or deteriorated public infrastructure reported.,13.070603,80.20806,100 Feet Road,Public Infrastructure,LOW,39,PENDING,Municipal Engineering Department,6,1,True
SYN-CHN-002625,Streetlight reported as non-functional near a public road segment.,13.000428,80.146814,Mount Poonamallee Road,Streetlight,MEDIUM,48,RESOLVED,Electrical / Street Lighting Department,3,14,True
SYN-CHN-004729,Pothole reported on the roadway.,13.010422,80.211719,Anna Salai,Pothole,MEDIUM,52,PENDING,Roads & Highways Department,32,7,True
SYN-CHN-007819,Drainage obstruction or drainage-related civic issue reported.,13.111771,80.232865,Madhavaram High Road,Drainage,MEDIUM,49,IN_PROGRESS,Storm Water Drainage Department,5,5,True
SYN-CHN-008860,Water supply disruption reported by residents.,13.038342,80.284006,East Coast Corridor,Water Supply,HIGH,63,RESOLVED,Water Supply Department,9,10,True
SYN-CHN-014134,Potential electrical infrastructure hazard reported.,13.005704,80.326006,Chennai synthetic background,Electrical Hazard,MEDIUM,49,ASSIGNED,Electrical / Street Lighting Department,9,13,True
SYN-CHN-012996,Garbage accumulation reported in a public area.,12.991387,80.155273,Chennai synthetic background,Garbage,LOW,18,RESOLVED,Solid Waste Management Department,12,9,True
SYN-CHN-009081,Water supply disruption reported by residents.,13.003663,80.285909,East Coast Corridor,Water Supply,HIGH,71,ASSIGNED,Water Supply Department,15,8,True
SYN-CHN-011216,Damaged road surface reported along a frequently used road.,13.110594,80.166058,Ambattur Industrial Corridor,Road Damage,LOW,34,IN_PROGRESS,Roads & Highways Department,12,10,True
SYN-CHN-002438,Traffic signal or traffic-control infrastructure issue reported.,13.017319,80.16653,Mount Poonamallee Road,Traffic Signal,CRITICAL,86,IN_PROGRESS,Traffic Police / Traffic Engineering Department,5,6,True
SYN-CHN-006057,Streetlight reported as non-functional near a public road segment.,13.039364,80.204239,100 Feet Road,Streetlight,CRITICAL,88,PENDING,Electrical / Street Lighting Department,21,7,True
SYN-CHN-009010,Damaged road surface reported along a frequently used road.,13.027952,80.294356,East Coast Corridor,Road Damage,MEDIUM,52,IN_PROGRESS,Roads & Highways Department,15,10,True
SYN-CHN-006353,Potential electrical infrastructure hazard reported.,13.069364,80.224674,100 Feet Road,Electrical Hazard,CRITICAL,87,PENDING,Electrical / Street Lighting Department,7,11,True
SYN-CHN-003168,Damaged road surface reported along a frequently used road.,13.073857,80.182197,Poonamallee High Road,Road Damage,MEDIUM,49,RESOLVED,Roads & Highways Department,12,6,True
SYN-CHN-001810,Water supply disruption reported by residents.,12.900192,80.166975,GST Road,Water Supply,HIGH,72,PENDING,Water Supply Department,11,14,True
SYN-CHN-011539,Garbage accumulation reported in a public area.,13.124306,80.184101,Red Hills Road,Garbage,LOW,30,PENDING,Solid Waste Management Department,17,13,True
SYN-CHN-007162,Pothole reported on the roadway.,13.10605,80.218337,Perambur High Road,Pothole,MEDIUM,43,RESOLVED,Roads & Highways Department,5,14,True
SYN-CHN-009457,Traffic signal or traffic-control infrastructure issue reported.,12.963642,80.198252,Velachery Main Road,Traffic Signal,HIGH,74,RESOLVED,Traffic Police / Traffic Engineering Department,45,2,True
SYN-CHN-005087,Drainage obstruction or drainage-related civic issue reported.,13.056757,80.225804,Inner Ring Road,Drainage,LOW,24,PENDING,Storm Water Drainage Department,9,1,True
SYN-CHN-011483,Pothole reported on the roadway.,13.178543,80.203876,Red Hills Road,Pothole,MEDIUM,43,IN_PROGRESS,Roads & Highways Department,15,1,True
SYN-CHN-007017,Waterlogging or flooding reported after heavy rainfall.,13.080211,80.210514,Jawaharlal Nehru Road,Flooding,HIGH,72,ASSIGNED,Storm Water Drainage Department,15,1,True
SYN-CHN-011106,Pothole reported on the roadway.,13.112934,80.175134,Ambattur Industrial Corridor,Pothole,HIGH,63,PENDING,Roads & Highways Department,4,0,True
SYN-CHN-004946,Drainage obstruction or drainage-related civic issue reported.,13.05398,80.218324,Inner Ring Road,Drainage,LOW,39,ASSIGNED,Storm Water Drainage Department,17,1,True
SYN-CHN-006047,Water supply disruption reported by residents.,13.028479,80.196621,100 Feet Road,Water Supply,CRITICAL,81,PENDING,Water Supply Department,4,10,True
SYN-CHN-011933,Waterlogging or flooding reported after heavy rainfall.,12.853553,80.341373,Chennai synthetic background,Flooding,MEDIUM,44,PENDING,Storm Water Drainage Department,21,0,True
SYN-CHN-013198,Pothole reported on the roadway.,12.963821,80.116342,Chennai synthetic background,Pothole,LOW,10,PENDING,Roads & Highways Department,14,8,True
SYN-CHN-006920,Waterlogging or flooding reported after heavy rainfall.,13.099225,80.224236,Jawaharlal Nehru Road,Flooding,HIGH,64,IN_PROGRESS,Storm Water Drainage Department,11,3,True
SYN-CHN-005591,Drainage obstruction or drainage-related civic issue reported.,13.033197,80.213753,Inner Ring Road,Drainage,LOW,15,ASSIGNED,Storm Water Drainage Department,17,3,True
SYN-CHN-007227,Streetlight reported as non-functional near a public road segment.,13.100854,80.22864,Perambur High Road,Streetlight,HIGH,73,ASSIGNED,Electrical / Street Lighting Department,3,6,True
SYN-CHN-001229,Damaged road surface reported along a frequently used road.,12.938906,80.265796,ECR,Road Damage,MEDIUM,46,PENDING,Roads & Highways Department,7,4,True
SYN-CHN-010981,Water supply disruption reported by residents.,13.119933,80.192636,Ambattur Industrial Corridor,Water Supply,HIGH,60,IN_PROGRESS,Water Supply Department,9,14,True
SYN-CHN-006847,Damaged or deteriorated public infrastructure reported.,13.040573,80.17862,Jawaharlal Nehru Road,Public Infrastructure,CRITICAL,94,IN_PROGRESS,Municipal Engineering Department,10,8,True
SYN-CHN-008245,Garbage accumulation reported in a public area.,13.126409,80.280376,North Chennai Corridor,Garbage,MEDIUM,44,ASSIGNED,Solid Waste Management Department,7,4,True
SYN-CHN-011618,Damaged road surface reported along a frequently used road.,13.177575,80.203956,Red Hills Road,Road Damage,LOW,31,PENDING,Roads & Highways Department,11,7,True
SYN-CHN-006556,Drainage obstruction or drainage-related civic issue reported.,13.056071,80.199708,Jawaharlal Nehru Road,Drainage,MEDIUM,47,RESOLVED,Storm Water Drainage Department,1,5,True
SYN-CHN-000160,Streetlight reported as non-functional near a public road segment.,12.978458,80.242525,OMR,Streetlight,HIGH,66,PENDING,Electrical / Street Lighting Department,7,8,True
SYN-CHN-008852,Damaged or deteriorated public infrastructure reported.,12.864761,80.261257,East Coast Corridor,Public Infrastructure,LOW,39,RESOLVED,Municipal Engineering Department,40,14,True
SYN-CHN-009780,Pothole reported on the roadway.,12.93054,80.188947,Medavakkam Main Road,Pothole,MEDIUM,43,IN_PROGRESS,Roads & Highways Department,1,5,True
SYN-CHN-001590,Drainage obstruction or drainage-related civic issue reported.,12.932709,80.179783,GST Road,Drainage,MEDIUM,40,RESOLVED,Storm Water Drainage Department,19,14,True
SYN-CHN-014026,Damaged road surface reported along a frequently used road.,13.023569,80.126963,Chennai synthetic background,Road Damage,MEDIUM,46,ASSIGNED,Roads & Highways Department,14,2,True
SYN-CHN-013520,Garbage accumulation reported in a public area.,12.939374,80.133173,Chennai synthetic background,Garbage,MEDIUM,42,RESOLVED,Solid Waste Management Department,11,6,True
SYN-CHN-013497,Damaged road surface reported along a frequently used road.,13.019567,80.264635,Chennai synthetic background,Road Damage,HIGH,63,ASSIGNED,Roads & Highways Department,1,1,True
SYN-CHN-013306,Damaged or deteriorated public infrastructure reported.,13.158923,80.244148,Chennai synthetic background,Public Infrastructure,HIGH,60,RESOLVED,Municipal Engineering Department,4,9,True
SYN-CHN-006688,Potential electrical infrastructure hazard reported.,13.086703,80.21172,Jawaharlal Nehru Road,Electrical Hazard,CRITICAL,95,RESOLVED,Electrical / Street Lighting Department,15,5,True
SYN-CHN-013389,Pothole reported on the roadway.,12.981426,80.313549,Chennai synthetic background,Pothole,HIGH,64,PENDING,Roads & Highways Department,10,2,True
SYN-CHN-010719,Traffic signal or traffic-control infrastructure issue reported.,12.92958,80.163272,Tambaram Radial Road,Traffic Signal,MEDIUM,46,ASSIGNED,Traffic Police / Traffic Engineering Department,5,10,True
SYN-CHN-011293,Damaged road surface reported along a frequently used road.,13.129308,80.191326,Ambattur Industrial Corridor,Road Damage,LOW,31,IN_PROGRESS,Roads & Highways Department,3,4,True
SYN-CHN-007481,Garbage accumulation reported in a public area.,13.116078,80.235588,Perambur High Road,Garbage,MEDIUM,51,RESOLVED,Solid Waste Management Department,14,9,True
SYN-CHN-013201,Waterlogging or flooding reported after heavy rainfall.,13.036766,80.177712,Chennai synthetic background,Flooding,HIGH,67,ASSIGNED,Storm Water Drainage Department,22,4,True
SYN-CHN-001557,Damaged road surface reported along a frequently used road.,12.887098,80.165737,GST Road,Road Damage,MEDIUM,43,IN_PROGRESS,Roads & Highways Department,2,14,True
SYN-CHN-002829,Streetlight reported as non-functional near a public road segment.,13.021197,80.165823,Mount Poonamallee Road,Streetlight,MEDIUM,58,RESOLVED,Electrical / Street Lighting Department,31,9,True
SYN-CHN-000437,Drainage obstruction or drainage-related civic issue reported.,12.861783,80.235525,OMR,Drainage,MEDIUM,41,ASSIGNED,Storm Water Drainage Department,14,2,True
SYN-CHN-005790,Waterlogging or flooding reported after heavy rainfall.,13.070264,80.218018,100 Feet Road,Flooding,MEDIUM,52,IN_PROGRESS,Storm Water Drainage Department,4,5,True
SYN-CHN-011628,Damaged road surface reported along a frequently used road.,13.168906,80.20288,Red Hills Road,Road Damage,MEDIUM,46,RESOLVED,Roads & Highways Department,8,2,True
SYN-CHN-001589,Pothole reported on the roadway.,12.827799,80.14868,GST Road,Pothole,LOW,31,PENDING,Roads & Highways Department,13,1,True
SYN-CHN-007399,Damaged or deteriorated public infrastructure reported.,13.117445,80.243113,Perambur High Road,Public Infrastructure,MEDIUM,45,PENDING,Municipal Engineering Department,4,11,True
SYN-CHN-002781,Potential electrical infrastructure hazard reported.,13.000375,80.147128,Mount Poonamallee Road,Electrical Hazard,HIGH,61,RESOLVED,Electrical / Street Lighting Department,9,0,True
